EmployeeID,Age,Department,Salary,YearsAtCompany,PerformanceScore,TrainingHours,SatisfactionScore,Attrition
EMP03010,57,HR,107696.31,0,Meets Expectations,68.0,1.0,No
EMP03011,56,Engineering,77138.91,4,Meets Expectations,76.0,3.0,No
EMP03012,23,Finance,118137.51,7,Meets Expectations,41.0,5.0,Yes
EMP03013,44,Engineering,80837.86,17,Meets Expectations,45.0,3.0,No
EMP03014,30,Marketing,60720.25,3,Meets Expectations,30.0,3.0,No
EMP03015,55,Marketing,139433.01,0,Meets Expectations,79.0,5.0,No
EMP03016,35,Engineering,39375.56,14,Meets Expectations,75.0,4.0,No
EMP03017,25,Engineering,66531.53,19,Exceeds Expectations,18.0,5.0,No
EMP03018,51,Engineering,69324.3,3,Needs Improvement,85.0,3.0,Yes
EMP03019,52,Marketing,147707.66,8,Outstanding,,3.0,No
EMP03020,59,Engineering,130171.47,19,Exceeds Expectations,68.0,1.0,No
EMP03021,32,Engineering,122348.2,9,Meets Expectations,33.0,5.0,Yes
EMP03022,56,Marketing,76733.53,14,Exceeds Expectations,72.0,1.0,No
EMP03023,29,Engineering,145654.45,2,Meets Expectations,87.0,1.0,No
EMP03024,24,HR,94208.8,1,Low,50.0,2.0,No
EMP03025,35,Engineering,109431.58,4,Exceeds Expectations,85.0,1.0,No
EMP03026,34,Sales,89492.38,0,Outstanding,83.0,3.0,No
EMP03027,53,Marketing,83763.34,10,Needs Improvement,,3.0,No
EMP03028,55,Sales,78705.53,11,Meets Expectations,37.0,2.0,No
EMP03029,40,Engineering,79759.0,2,Exceeds Expectations,25.0,2.0,No
EMP03030,59,Finance,100212.29,15,Outstanding,68.0,5.0,No
EMP03031,37,Engineering,,13,Meets Expectations,10.0,2.0,No
EMP03032,23,Finance,84213.22,11,Needs Improvement,,,No
EMP03033,38,Finance,122738.1,19,Meets Expectations,10.0,3.0,No
EMP03034,55,Engineering,10831.17,15,Meets Expectations,40.0,3.0,No
EMP03035,37,Sales,97747.18,7,Outstanding,31.0,2.0,No
EMP03036,59,Marketing,,16,Meets Expectations,85.0,2.0,No
EMP03037,23,Engineering,113674.07,16,Outstanding,68.0,3.0,No
EMP03038,23,Sales,83378.21,6,Exceeds Expectations,96.0,2.0,No
EMP03039,47,Marketing,90198.0,14,Meets Expectations,37.0,5.0,No
EMP03040,34,Sales,109648.71,8,Low,85.0,2.0,No
EMP03041,52,Finance,122279.16,3,Meets Expectations,36.0,2.0,No
EMP03042,55,Sales,,7,Needs Improvement,96.0,5.0,No
EMP03043,24,Sales,91674.39,9,Meets Expectations,10.0,,No
EMP03044,29,Sales,126964.35,14,Needs Improvement,11.0,5.0,No
EMP03045,44,Finance,31899.32,17,Needs Improvement,75.0,3.0,Yes
EMP03046,35,HR,67749.69,13,Meets Expectations,58.0,2.0,No
EMP03047,48,Marketing,121645.9,4,Meets Expectations,98.0,5.0,No
EMP03048,50,Engineering,112313.45,8,Meets Expectations,28.0,,No
EMP03049,22,Engineering,98061.13,12,Exceeds Expectations,37.0,3.0,No
EMP03050,38,Engineering,73785.08,18,Meets Expectations,79.0,4.0,No
EMP03051,51,Engineering,62954.54,10,Meets Expectations,48.0,2.0,No
EMP03052,34,Engineering,70219.61,11,Exceeds Expectations,28.0,4.0,No
EMP03053,42,HR,123700.21,2,Exceeds Expectations,73.0,4.0,Yes
EMP03054,40,Engineering,69288.93,1,Outstanding,67.0,5.0,Yes
EMP03055,40,Finance,87535.57,14,Meets Expectations,26.0,3.0,No
EMP03056,46,Sales,66157.31,4,Meets Expectations,79.0,2.0,No
EMP03057,43,Finance,106069.35,6,Needs Improvement,88.0,2.0,Yes
EMP03058,52,Sales,71531.84,3,Meets Expectations,95.0,2.0,No
EMP03059,38,Engineering,82560.15,4,Meets Expectations,50.0,,No
EMP03060,44,Engineering,42915.45,15,Meets Expectations,14.0,1.0,No
EMP03061,53,Engineering,44665.79,14,Needs Improvement,32.0,3.0,Yes
EMP03062,31,Engineering,85191.83,15,Meets Expectations,78.0,1.0,No
EMP03063,31,Engineering,51871.07,3,Meets Expectations,19.0,4.0,No
EMP03064,57,Engineering,137627.17,5,Meets Expectations,77.0,5.0,No
EMP03065,29,Marketing,33461.92,17,Meets Expectations,21.0,1.0,No
EMP03066,41,HR,64995.62,2,Exceeds Expectations,19.0,1.0,No
EMP03067,53,Marketing,85417.52,4,Exceeds Expectations,69.0,3.0,Yes
EMP03068,35,Engineering,75871.68,1,Meets Expectations,39.0,4.0,No
EMP03069,49,HR,57396.36,15,Exceeds Expectations,33.0,3.0,No
EMP03070,45,Engineering,61051.8,5,Needs Improvement,78.0,,No
EMP03071,36,Engineering,60233.65,14,Meets Expectations,22.0,2.0,No
EMP03072,43,Engineering,77831.96,17,Needs Improvement,18.0,,No
EMP03073,51,Engineering,133798.23,5,Outstanding,27.0,5.0,No
EMP03074,25,Sales,86948.43,12,Low,44.0,5.0,No
EMP03075,34,Engineering,,12,Needs Improvement,97.0,1.0,No
EMP03076,44,Sales,97674.41,0,Outstanding,13.0,3.0,Yes
EMP03077,29,HR,112846.56,15,Meets Expectations,50.0,1.0,No
EMP03078,39,HR,15000.89,3,Exceeds Expectations,35.0,1.0,Yes
EMP03079,33,Finance,77388.55,16,Low,53.0,2.0,Yes
EMP03080,52,Marketing,117678.39,17,Meets Expectations,51.0,3.0,No
EMP03081,35,Sales,70706.6,15,Outstanding,19.0,2.0,No
EMP03082,55,Finance,129061.83,0,Meets Expectations,82.0,,Yes
EMP03083,39,Finance,122097.25,5,Exceeds Expectations,10.0,2.0,No
EMP03084,55,Engineering,73271.73,10,Outstanding,,5.0,No
EMP03085,32,Engineering,72420.91,5,Meets Expectations,25.0,1.0,No
EMP03086,33,Finance,59659.85,16,Meets Expectations,55.0,2.0,No
EMP03087,36,Engineering,69260.14,3,Meets Expectations,22.0,,No
EMP03088,52,Finance,54185.27,13,Needs Improvement,73.0,2.0,No
EMP03089,50,Sales,95720.28,13,Meets Expectations,87.0,5.0,No
EMP03090,47,Sales,48598.84,19,Outstanding,96.0,4.0,No
EMP03091,39,Engineering,100093.33,7,Meets Expectations,64.0,3.0,No
EMP03092,53,Engineering,100701.97,1,Outstanding,72.0,5.0,No
EMP03093,43,Marketing,43469.89,4,Exceeds Expectations,27.0,4.0,No
EMP03094,59,Finance,123745.47,3,Outstanding,70.0,3.0,Yes
EMP03095,38,Engineering,97840.23,9,Outstanding,29.0,4.0,No
EMP03096,44,Sales,,19,Exceeds Expectations,74.0,1.0,No
EMP03097,45,Marketing,66033.37,2,Exceeds Expectations,73.0,1.0,Yes
EMP03098,29,HR,100559.48,15,Exceeds Expectations,,2.0,No
EMP03099,27,Sales,113159.84,9,Exceeds Expectations,73.0,2.0,No
EMP03100,26,Engineering,82534.79,14,Exceeds Expectations,22.0,2.0,Yes
EMP03101,50,Marketing,135048.06,3,Exceeds Expectations,77.0,2.0,No
EMP03102,49,Marketing,86101.62,0,Meets Expectations,98.0,4.0,No
EMP03103,32,Engineering,113519.65,14,Meets Expectations,79.0,,No
EMP03104,22,Engineering,92325.22,9,Meets Expectations,66.0,3.0,No
EMP03105,40,Finance,99638.04,19,Needs Improvement,,2.0,No
EMP03106,30,HR,43216.69,17,Meets Expectations,95.0,1.0,No
EMP03107,48,Engineering,94276.34,15,Exceeds Expectations,47.0,5.0,No
EMP03108,55,Engineering,66625.62,8,Meets Expectations,63.0,2.0,No
EMP03109,25,Marketing,63840.04,18,Needs Improvement,45.0,2.0,No
EMP03110,57,Engineering,128602.58,16,Exceeds Expectations,76.0,1.0,No
EMP03111,39,Sales,79655.74,9,Outstanding,88.0,5.0,No
EMP03112,36,Engineering,59917.45,18,Exceeds Expectations,20.0,4.0,No
EMP03113,34,Engineering,,7,Exceeds Expectations,36.0,4.0,Yes
EMP03114,40,HR,52488.74,18,Needs Improvement,96.0,5.0,No
EMP03115,27,Sales,120847.11,4,Meets Expectations,26.0,,No
EMP03116,33,HR,67607.98,1,Meets Expectations,96.0,4.0,No
EMP03117,58,Engineering,98232.5,14,Needs Improvement,94.0,2.0,Yes
EMP03118,38,Sales,118902.67,16,Needs Improvement,42.0,2.0,No
EMP03119,44,Sales,72496.18,9,Outstanding,14.0,1.0,No
EMP03120,47,Finance,98300.56,1,Exceeds Expectations,90.0,5.0,No
EMP03121,50,Finance,59247.85,8,Meets Expectations,71.0,2.0,No
EMP03122,54,Engineering,146144.24,1,Meets Expectations,74.0,2.0,No
EMP03123,48,Marketing,108409.5,17,Meets Expectations,80.0,1.0,No
EMP03124,46,HR,80184.84,11,Needs Improvement,76.0,5.0,No
EMP03125,31,Finance,65679.16,14,Exceeds Expectations,99.0,,No
EMP03126,44,Engineering,82150.09,19,Needs Improvement,89.0,1.0,No
EMP03127,42,HR,76500.41,5,Exceeds Expectations,89.0,4.0,Yes
EMP03128,42,Sales,133823.61,17,Exceeds Expectations,53.0,1.0,No
EMP03129,34,Engineering,54361.63,12,Meets Expectations,23.0,5.0,No
EMP03130,58,Finance,88370.04,3,Exceeds Expectations,99.0,2.0,Yes
EMP03131,54,Engineering,84541.55,11,Needs Improvement,66.0,2.0,No
EMP03132,45,Engineering,82064.74,8,Meets Expectations,57.0,4.0,No
EMP03133,32,Sales,82284.58,1,Meets Expectations,26.0,5.0,No
EMP03134,38,Marketing,82098.23,15,Meets Expectations,53.0,2.0,No
EMP03135,25,HR,106826.65,0,Needs Improvement,13.0,1.0,No
EMP03136,46,Engineering,100224.61,3,Meets Expectations,90.0,3.0,No
EMP03137,51,Finance,95472.79,14,Meets Expectations,39.0,3.0,No
EMP03138,30,Sales,9150.27,19,Meets Expectations,94.0,3.0,No
EMP03139,42,Engineering,92494.87,0,Exceeds Expectations,90.0,3.0,No
EMP03140,41,Finance,43609.02,19,Meets Expectations,84.0,1.0,No
EMP03141,40,Engineering,101158.0,14,Exceeds Expectations,64.0,,No
EMP03142,40,Engineering,121862.43,2,Needs Improvement,39.0,4.0,No
EMP03143,33,Engineering,61844.02,12,Exceeds Expectations,27.0,1.0,No
EMP03144,58,Marketing,,17,Meets Expectations,93.0,2.0,Yes
EMP03145,38,Sales,70016.11,12,Low,,5.0,No
EMP03146,58,Finance,115885.79,9,Meets Expectations,53.0,2.0,No
EMP03147,49,Marketing,87375.7,19,Meets Expectations,71.0,2.0,No
EMP03148,56,Sales,128208.23,6,Meets Expectations,40.0,2.0,No
EMP03149,39,Marketing,95343.86,7,Exceeds Expectations,25.0,1.0,Yes
EMP03150,35,Engineering,91061.25,0,Outstanding,86.0,2.0,No
EMP03151,56,Engineering,,17,Meets Expectations,32.0,2.0,No
EMP03152,28,Marketing,105449.8,11,Meets Expectations,23.0,5.0,No
EMP03153,34,Finance,41557.85,17,Needs Improvement,11.0,5.0,No
EMP03154,39,Sales,87133.6,11,Outstanding,21.0,3.0,No
EMP03155,58,Engineering,83248.84,19,Meets Expectations,67.0,1.0,Yes
EMP03156,34,Engineering,103135.47,8,Needs Improvement,65.0,2.0,No
EMP03157,57,Engineering,80307.46,1,Meets Expectations,33.0,3.0,No
EMP03158,52,Engineering,59031.64,13,Low,46.0,3.0,Yes
EMP03159,23,Sales,85183.77,3,Meets Expectations,,1.0,No
EMP03160,37,HR,57928.99,14,Needs Improvement,51.0,3.0,No
EMP03161,30,Engineering,36868.44,16,Needs Improvement,27.0,3.0,Yes
EMP03162,30,Sales,103178.06,18,Needs Improvement,12.0,1.0,No
EMP03163,59,Marketing,99476.54,5,Exceeds Expectations,86.0,4.0,No
EMP03164,32,Marketing,96677.27,8,Outstanding,22.0,3.0,No
EMP03165,43,Engineering,117573.21,16,Meets Expectations,38.0,,No
EMP03166,54,Engineering,68374.2,14,Meets Expectations,75.0,3.0,No
EMP03167,57,HR,49222.15,4,Meets Expectations,68.0,1.0,No
EMP03168,44,Engineering,83249.26,17,Meets Expectations,57.0,1.0,No
EMP03169,55,Engineering,76312.49,3,Meets Expectations,13.0,4.0,No
EMP03170,30,Marketing,63942.61,1,Meets Expectations,60.0,4.0,No
EMP03171,45,Sales,83003.77,18,Meets Expectations,14.0,5.0,No
EMP03172,29,Sales,69709.87,4,Meets Expectations,,5.0,No
EMP03173,28,Sales,39099.87,3,Meets Expectations,50.0,3.0,No
EMP03174,57,Sales,73970.58,4,Meets Expectations,14.0,4.0,No
EMP03175,39,Sales,56590.62,18,Exceeds Expectations,17.0,5.0,Yes
EMP03176,24,Finance,90791.2,12,Exceeds Expectations,65.0,3.0,Yes
EMP03177,49,Engineering,68599.13,15,Outstanding,34.0,2.0,No
EMP03178,27,Sales,112790.79,11,Exceeds Expectations,61.0,3.0,No
EMP03179,42,Engineering,125096.65,8,Needs Improvement,61.0,5.0,Yes
EMP03180,49,Finance,101984.53,15,Exceeds Expectations,16.0,3.0,No
EMP03181,22,Engineering,46224.35,13,Meets Expectations,70.0,2.0,Yes
EMP03182,57,Engineering,122629.9,0,Meets Expectations,94.0,5.0,Yes
EMP03183,42,Finance,124393.01,19,Meets Expectations,56.0,3.0,No
EMP03184,56,Engineering,85469.76,3,Needs Improvement,91.0,5.0,No
EMP03185,34,Engineering,118073.15,8,Outstanding,75.0,3.0,Yes
EMP03186,31,Engineering,71208.12,18,Exceeds Expectations,68.0,1.0,No
EMP03187,31,Engineering,38343.85,13,Meets Expectations,14.0,5.0,No
EMP03188,34,Engineering,65992.89,11,Needs Improvement,53.0,5.0,No
EMP03189,58,HR,128232.52,3,Exceeds Expectations,51.0,5.0,No
EMP03190,59,Engineering,47723.0,6,Meets Expectations,70.0,,No
EMP03191,45,Engineering,84988.03,16,Meets Expectations,72.0,3.0,No
EMP03192,23,Sales,85853.6,0,Meets Expectations,59.0,4.0,No
EMP03193,43,Sales,72175.64,13,Exceeds Expectations,47.0,3.0,No
EMP03194,38,Engineering,73911.96,14,Needs Improvement,63.0,2.0,No
EMP03195,57,Finance,86806.23,11,Exceeds Expectations,53.0,1.0,No
EMP03196,35,Engineering,70945.94,11,Exceeds Expectations,,3.0,No
EMP03197,31,HR,49448.54,5,Meets Expectations,72.0,3.0,No
EMP03198,56,Engineering,90375.8,12,Meets Expectations,48.0,5.0,No
EMP03199,46,Sales,111834.16,15,Needs Improvement,21.0,2.0,No
EMP03200,24,Sales,106739.31,13,Needs Improvement,72.0,5.0,No
EMP03201,59,Engineering,64756.61,6,Low,18.0,5.0,No
EMP03202,38,Sales,53719.3,15,Meets Expectations,88.0,4.0,No
EMP03203,33,Sales,77895.3,8,Meets Expectations,96.0,1.0,No
EMP03204,45,Marketing,124194.79,13,Meets Expectations,31.0,4.0,No
EMP03205,50,Sales,101139.95,6,Meets Expectations,45.0,5.0,No
EMP03206,46,Engineering,102599.12,11,Meets Expectations,83.0,,No
EMP03207,57,Engineering,107246.42,2,Meets Expectations,37.0,3.0,No
EMP03208,47,Engineering,95519.16,13,Exceeds Expectations,65.0,2.0,Yes
EMP03209,59,Engineering,88015.21,18,Meets Expectations,38.0,4.0,No
EMP03210,22,Engineering,101557.67,10,Low,14.0,2.0,No
EMP03211,41,Engineering,71345.85,4,Meets Expectations,13.0,,No
EMP03212,49,Marketing,49638.42,12,Exceeds Expectations,60.0,1.0,No
EMP03213,37,Finance,103074.92,9,Meets Expectations,24.0,3.0,No
EMP03214,38,Sales,115943.45,6,Outstanding,69.0,1.0,No
EMP03215,49,Sales,57044.2,16,Exceeds Expectations,35.0,2.0,No
EMP03216,33,Finance,,15,Meets Expectations,32.0,2.0,No
EMP03217,48,Engineering,127019.14,7,Meets Expectations,38.0,3.0,No
EMP03218,51,Engineering,84943.84,16,Meets Expectations,95.0,3.0,No
EMP03219,55,Engineering,64549.95,12,Needs Improvement,66.0,1.0,No
EMP03220,58,Sales,88075.47,10,Meets Expectations,71.0,4.0,No
EMP03221,27,Engineering,71236.65,19,Meets Expectations,68.0,1.0,Yes
EMP03222,28,Engineering,69581.75,17,Outstanding,57.0,2.0,No
EMP03223,53,Engineering,95829.6,4,Meets Expectations,91.0,1.0,No
EMP03224,53,Engineering,44906.76,5,Meets Expectations,44.0,5.0,No
EMP03225,46,Marketing,48901.78,19,Needs Improvement,55.0,1.0,No
EMP03226,54,Engineering,85482.27,13,Meets Expectations,42.0,1.0,Yes
EMP03227,28,Sales,84442.29,11,Exceeds Expectations,80.0,,No
EMP03228,33,Engineering,93588.86,3,Meets Expectations,19.0,2.0,No
EMP03229,37,Marketing,131880.63,6,Exceeds Expectations,97.0,3.0,No
EMP03230,37,Marketing,87612.85,10,Meets Expectations,98.0,,No
EMP03231,57,HR,99954.3,19,Exceeds Expectations,57.0,4.0,No
EMP03232,34,Sales,60611.68,1,Meets Expectations,53.0,3.0,No
EMP03233,28,Marketing,104198.44,3,Exceeds Expectations,79.0,4.0,Yes
EMP03234,57,HR,71840.23,6,Exceeds Expectations,72.0,1.0,No
EMP03235,30,Sales,86785.52,0,Exceeds Expectations,58.0,4.0,No
EMP03236,53,Engineering,82278.78,14,Meets Expectations,81.0,3.0,No
EMP03237,32,Engineering,110824.36,19,Meets Expectations,94.0,4.0,No
EMP03238,29,HR,52250.59,7,Meets Expectations,50.0,,No
EMP03239,54,Engineering,27919.03,4,Outstanding,92.0,3.0,No
EMP03240,44,Engineering,79664.18,13,Meets Expectations,48.0,3.0,Yes
EMP03241,46,Finance,96713.28,17,Exceeds Expectations,32.0,3.0,No
EMP03242,29,Marketing,88806.73,2,Meets Expectations,22.0,3.0,No
EMP03243,43,Finance,115805.11,1,Meets Expectations,62.0,5.0,No
EMP03244,25,Finance,95934.32,15,Needs Improvement,79.0,1.0,No
EMP03245,24,Sales,70903.79,13,Meets Expectations,66.0,3.0,No
EMP03246,50,HR,26864.5,15,Needs Improvement,85.0,2.0,No
EMP03247,50,Engineering,79067.19,10,Needs Improvement,76.0,4.0,No
EMP03248,55,Finance,110698.98,16,Low,57.0,3.0,No
EMP03249,55,Engineering,75198.81,2,Exceeds Expectations,29.0,3.0,No
EMP03250,49,Finance,85708.01,4,Meets Expectations,71.0,1.0,No
EMP03251,34,HR,95534.01,2,Exceeds Expectations,54.0,3.0,No
EMP03252,36,Marketing,59617.69,14,Meets Expectations,72.0,5.0,No
EMP03253,44,Sales,100580.9,4,Exceeds Expectations,17.0,2.0,No
EMP03254,47,Sales,125928.04,2,Meets Expectations,35.0,2.0,No
EMP03255,25,Marketing,80679.67,5,Needs Improvement,47.0,3.0,No
EMP03256,47,Sales,56773.39,13,Meets Expectations,50.0,1.0,No
EMP03257,30,Marketing,83334.97,1,Meets Expectations,11.0,3.0,Yes
EMP03258,26,Sales,29390.4,17,Meets Expectations,16.0,4.0,No
EMP03259,53,HR,93422.58,5,Exceeds Expectations,34.0,2.0,No
EMP03260,41,Engineering,96306.86,4,Exceeds Expectations,60.0,4.0,No
EMP03261,32,HR,126890.91,13,Meets Expectations,59.0,5.0,No
EMP03262,36,HR,80150.13,16,Exceeds Expectations,73.0,2.0,No
EMP03263,53,Engineering,95212.13,10,Meets Expectations,21.0,2.0,Yes
EMP03264,49,Sales,63467.8,0,Needs Improvement,62.0,5.0,No
EMP03265,43,Sales,76089.32,9,Meets Expectations,84.0,4.0,No
EMP03266,38,Engineering,46870.36,8,Exceeds Expectations,19.0,3.0,No
EMP03267,47,Engineering,80130.26,19,Meets Expectations,70.0,1.0,No
EMP03268,28,Marketing,77367.27,11,Outstanding,64.0,4.0,No
EMP03269,47,Engineering,92479.99,0,Needs Improvement,77.0,5.0,Yes
EMP03270,46,Engineering,69410.08,17,Exceeds Expectations,51.0,,No
EMP03271,31,Engineering,87083.63,11,Exceeds Expectations,,,Yes
EMP03272,40,Sales,76665.5,1,Exceeds Expectations,53.0,2.0,No
EMP03273,32,Engineering,76712.52,0,Meets Expectations,37.0,3.0,No
EMP03274,34,Finance,,0,Meets Expectations,87.0,2.0,No
EMP03275,29,Finance,86013.07,0,Meets Expectations,67.0,2.0,No
EMP03276,25,Engineering,,11,Meets Expectations,11.0,2.0,No
EMP03277,52,Engineering,81983.92,6,Exceeds Expectations,64.0,5.0,No
EMP03278,49,Marketing,76252.87,3,Needs Improvement,43.0,4.0,No
EMP03279,32,Engineering,80479.81,19,Meets Expectations,29.0,1.0,No
EMP03280,22,Sales,67133.4,3,Needs Improvement,56.0,1.0,No
EMP03281,59,Sales,76002.22,14,Meets Expectations,35.0,3.0,No
EMP03282,45,Engineering,135778.97,0,Exceeds Expectations,93.0,,Yes
EMP03283,52,Finance,62183.03,5,Needs Improvement,10.0,5.0,No
EMP03284,47,HR,78033.59,13,Exceeds Expectations,74.0,1.0,Yes
EMP03285,26,Sales,75312.78,13,Needs Improvement,98.0,4.0,No
EMP03286,41,Sales,78820.71,9,Meets Expectations,96.0,5.0,No
EMP03287,32,Marketing,76719.02,6,Meets Expectations,84.0,3.0,No
EMP03288,54,Marketing,91981.0,11,Meets Expectations,24.0,5.0,Yes
EMP03289,59,HR,42245.62,18,Needs Improvement,23.0,3.0,No
EMP03290,48,HR,110929.29,8,Exceeds Expectations,64.0,1.0,No
EMP03291,55,Sales,100814.57,2,Meets Expectations,10.0,5.0,No
EMP03292,36,Marketing,53928.21,3,Needs Improvement,42.0,2.0,No
EMP03293,53,Marketing,28273.07,12,Exceeds Expectations,79.0,3.0,No
EMP03294,42,Engineering,60573.2,9,Meets Expectations,65.0,2.0,No
EMP03295,26,Marketing,78933.34,13,Exceeds Expectations,32.0,3.0,Yes
EMP03296,27,Engineering,149507.3,5,Meets Expectations,63.0,2.0,No
EMP03297,59,Sales,98581.42,7,Needs Improvement,99.0,1.0,No
EMP03298,43,Engineering,39810.26,18,Needs Improvement,12.0,1.0,No
EMP03299,39,Sales,67758.61,9,Meets Expectations,55.0,4.0,No
EMP03300,35,Engineering,83669.69,4,Low,,4.0,No
EMP03301,31,Engineering,91342.09,4,Needs Improvement,34.0,4.0,Yes
EMP03302,34,Engineering,52131.28,4,Exceeds Expectations,26.0,5.0,No
EMP03303,52,Engineering,81625.24,8,Meets Expectations,37.0,3.0,No
EMP03304,51,Engineering,67059.02,8,Meets Expectations,41.0,5.0,No
EMP03305,24,Sales,57406.04,14,Meets Expectations,32.0,,No
EMP03306,51,HR,91489.89,8,Meets Expectations,25.0,3.0,No
EMP03307,27,Engineering,104346.93,13,Meets Expectations,,5.0,No
EMP03308,50,Engineering,106026.03,5,Meets Expectations,42.0,1.0,No
EMP03309,29,Finance,99359.66,19,Outstanding,67.0,3.0,No
EMP03310,54,Marketing,72565.76,7,Meets Expectations,,4.0,No
EMP03311,38,Finance,,1,Meets Expectations,,1.0,No
EMP03312,32,Engineering,92726.36,4,Low,64.0,3.0,No
EMP03313,34,Sales,88348.55,16,Needs Improvement,50.0,,Yes
EMP03314,32,HR,69707.67,9,Needs Improvement,71.0,4.0,Yes
EMP03315,52,Engineering,72578.1,13,Meets Expectations,26.0,5.0,No
EMP03316,49,Engineering,86847.17,17,Meets Expectations,68.0,1.0,Yes
EMP03317,27,Sales,145996.86,0,Low,23.0,1.0,No
EMP03318,37,Marketing,92531.06,1,Exceeds Expectations,91.0,1.0,No
EMP03319,25,Sales,69720.29,3,Meets Expectations,30.0,3.0,Yes
EMP03320,56,Finance,64190.26,12,Outstanding,72.0,4.0,No
EMP03321,47,Finance,72705.83,15,Meets Expectations,55.0,1.0,No
EMP03322,33,Engineering,139432.34,4,Exceeds Expectations,64.0,5.0,No
EMP03323,32,Marketing,75018.58,9,Exceeds Expectations,71.0,4.0,No
EMP03324,58,HR,107671.76,16,Exceeds Expectations,48.0,5.0,No
EMP03325,46,Marketing,75601.79,10,Meets Expectations,51.0,5.0,No
EMP03326,39,Engineering,91529.61,4,Meets Expectations,57.0,1.0,No
EMP03327,40,Marketing,104793.63,14,Meets Expectations,37.0,,No
EMP03328,44,Engineering,70702.43,3,Meets Expectations,93.0,2.0,No
EMP03329,59,Finance,68972.21,6,Meets Expectations,15.0,3.0,No
EMP03330,39,Engineering,126471.74,9,Meets Expectations,68.0,2.0,Yes
EMP03331,47,Engineering,109614.82,3,Meets Expectations,99.0,3.0,No
EMP03332,27,Marketing,104766.81,19,Meets Expectations,79.0,4.0,No
EMP03333,25,Marketing,104681.91,4,Needs Improvement,48.0,1.0,No
EMP03334,50,Engineering,96489.39,4,Meets Expectations,66.0,4.0,No
EMP03335,55,Sales,135444.4,10,Meets Expectations,63.0,2.0,No
EMP03336,38,Engineering,86097.71,18,Meets Expectations,69.0,5.0,No
EMP03337,37,Finance,99431.56,4,Exceeds Expectations,99.0,3.0,No
EMP03338,23,Marketing,48727.18,7,Meets Expectations,26.0,3.0,No
EMP03339,55,Marketing,64375.98,6,Outstanding,49.0,2.0,No
EMP03340,29,Sales,54979.53,7,Needs Improvement,75.0,1.0,No
EMP03341,34,Engineering,116851.59,12,Exceeds Expectations,94.0,4.0,No
EMP03342,29,HR,21186.5,4,Meets Expectations,63.0,2.0,No
EMP03343,51,Marketing,74942.25,17,Outstanding,80.0,4.0,No
EMP03344,53,Sales,10157.33,8,Meets Expectations,53.0,1.0,No
EMP03345,57,Finance,64217.8,1,Exceeds Expectations,93.0,5.0,No
EMP03346,51,Engineering,72726.28,15,Needs Improvement,76.0,4.0,No
EMP03347,22,Sales,119621.78,13,Meets Expectations,66.0,1.0,No
EMP03348,38,Engineering,94915.7,16,Meets Expectations,45.0,2.0,No
EMP03349,41,Engineering,64171.46,5,Meets Expectations,66.0,5.0,No
EMP03350,45,Engineering,111649.09,2,Meets Expectations,,5.0,No
EMP03351,43,Sales,85445.81,16,Outstanding,53.0,5.0,No
EMP03352,50,Sales,85939.17,12,Meets Expectations,71.0,3.0,No
EMP03353,43,Marketing,54933.21,5,Meets Expectations,92.0,,No
EMP03354,30,Sales,60249.66,7,Needs Improvement,70.0,4.0,No
EMP03355,58,Engineering,64372.57,5,Meets Expectations,20.0,2.0,No
EMP03356,31,Engineering,86161.53,15,Needs Improvement,86.0,5.0,No
EMP03357,57,Engineering,,5,Exceeds Expectations,42.0,5.0,No
EMP03358,58,Marketing,123602.32,16,Meets Expectations,75.0,5.0,No
EMP03359,49,Engineering,94626.38,2,Meets Expectations,32.0,1.0,No
EMP03360,49,Marketing,17310.86,11,Meets Expectations,58.0,2.0,No
EMP03361,42,HR,91566.05,5,Meets Expectations,29.0,,No
EMP03362,45,Sales,48749.59,6,Meets Expectations,24.0,2.0,No
EMP03363,23,Sales,60850.73,10,Meets Expectations,75.0,4.0,No
EMP03364,29,Engineering,64695.76,8,Low,39.0,3.0,Yes
EMP03365,48,Engineering,68416.54,15,Outstanding,98.0,2.0,No
EMP03366,43,Marketing,50621.27,4,Meets Expectations,13.0,1.0,Yes
EMP03367,58,Engineering,90087.05,14,Exceeds Expectations,73.0,1.0,Yes
EMP03368,48,Engineering,49729.94,3,Meets Expectations,74.0,1.0,No
EMP03369,50,Sales,93916.69,4,Meets Expectations,17.0,,No
EMP03370,24,Engineering,140924.28,6,Needs Improvement,61.0,2.0,No
EMP03371,34,Engineering,51766.02,2,Meets Expectations,23.0,2.0,No
EMP03372,31,Engineering,77887.24,3,Meets Expectations,67.0,2.0,No
EMP03373,57,Engineering,21913.57,14,Meets Expectations,20.0,2.0,No
EMP03374,30,Sales,77476.62,1,Outstanding,68.0,5.0,No
EMP03375,48,HR,101067.93,4,Needs Improvement,33.0,5.0,No
EMP03376,55,Finance,103015.98,6,Exceeds Expectations,97.0,1.0,No
EMP03377,22,Engineering,86934.09,16,Meets Expectations,41.0,5.0,No
EMP03378,53,Engineering,107231.59,7,Meets Expectations,98.0,2.0,No
EMP03379,46,Finance,148651.36,8,Meets Expectations,55.0,2.0,Yes
EMP03380,50,Engineering,127807.62,9,Meets Expectations,37.0,5.0,Yes
EMP03381,28,Engineering,71936.98,10,Meets Expectations,25.0,4.0,No
EMP03382,24,Sales,48722.4,0,Meets Expectations,51.0,1.0,No
